Transaction_Amount,Transaction_Type,Device_Used,Account_Age,Credit_Score,Previous_Fraud,Day,Day_of_Week,Hour,Minute
8576.64,Withdrawal,Web,14,674,No,18,Saturday,14,59
2115.97,Online Payment,Mobile,5,452,Yes,8,Saturday,20,42
7450.73,Withdrawal,Web,12,750,Yes,15,Saturday,13,35
814.4,Withdrawal,POS Terminal,16,380,Yes,13,Monday,14,39
9724.24,Online Payment,POS Terminal,6,803,No,25,Saturday,22,40
1619.31,Withdrawal,Mobile,10,301,Yes,1,Wednesday,2,40
3695.53,Online Payment,Mobile,4,659,No,1,Wednesday,6,27
5673.01,Online Payment,POS Terminal,14,315,Yes,14,Tuesday,1,22
3330.85,Withdrawal,ATM,3,430,No,9,Sunday,6,32
5000.08,Deposit,Web,3,368,Yes,28,Tuesday,22,51
3059.85,Deposit,POS Terminal,6,699,Yes,14,Friday,7,45
5456.33,Online Payment,Web,17,681,Yes,2,Sunday,16,48
548.19,Transfer,ATM,20,462,Yes,6,Thursday,17,59
5748.32,Transfer,Web,10,795,Yes,3,Monday,2,58
8987.66,Withdrawal,Mobile,8,504,Yes,28,Tuesday,10,41
777.2,Transfer,POS Terminal,13,486,No,28,Tuesday,6,39
6885.09,Deposit,POS Terminal,7,823,Yes,8,Saturday,22,35
2243.9,Withdrawal,ATM,6,793,No,15,Saturday,22,44
6658.91,Online Payment,POS Terminal,17,615,No,16,Thursday,12,15
9138.64,Transfer,POS Terminal,15,453,Yes,24,Friday,9,49
1140.2,Transfer,Mobile,9,659,No,18,Saturday,23,49
1832.19,Deposit,Web,7,685,No,30,Thursday,12,20
1321.04,Withdrawal,ATM,14,801,No,2,Sunday,11,18
5519.75,Withdrawal,ATM,1,813,No,2,Sunday,11,33
7291.1,Withdrawal,Web,11,529,Yes,11,Saturday,16,45
3586.01,Transfer,Mobile,11,440,Yes,13,Thursday,17,50
433.21,Deposit,POS Terminal,20,793,No,8,Wednesday,12,50
4147.02,Transfer,ATM,17,471,Yes,5,Wednesday,3,47
6904.25,Withdrawal,ATM,9,830,No,12,Sunday,2,58
7542.09,Transfer,Mobile,11,402,No,1,Wednesday,18,16
4131.49,Withdrawal,ATM,20,727,Yes,15,Saturday,12,56
427.69,Online Payment,Web,1,346,Yes,9,Thursday,23,41
2515.55,Deposit,ATM,8,806,Yes,13,Monday,13,22
6038.98,Deposit,Web,2,773,No,24,Friday,13,25
4551.38,Transfer,ATM,7,799,Yes,29,Wednesday,10,9
1199.88,Withdrawal,Web,18,401,Yes,3,Friday,20,17
5700.5,Online Payment,Web,10,802,No,6,Monday,10,24
5450.66,Transfer,Web,4,468,Yes,10,Friday,9,58
6808.97,Transfer,POS Terminal,7,617,No,9,Sunday,5,21
6146.17,Online Payment,Mobile,18,434,No,3,Monday,13,15
7932.1,Transfer,Mobile,15,321,Yes,27,Monday,19,39
3645.51,Deposit,Web,2,650,No,15,Saturday,5,25
8143.67,Transfer,POS Terminal,12,433,Yes,1,Wednesday,10,53
6562.16,Withdrawal,Web,16,340,Yes,3,Monday,1,31
5195.45,Deposit,ATM,10,529,No,14,Tuesday,22,37
3296.02,Transfer,POS Terminal,4,545,No,11,Saturday,0,56
1182.02,Online Payment,POS Terminal,5,769,No,20,Monday,1,38
1388.9,Online Payment,POS Terminal,9,476,No,1,Saturday,5,48
1654.86,Online Payment,ATM,16,353,Yes,15,Saturday,11,2
2839.44,Deposit,Web,19,317,No,29,Wednesday,3,7
4099.45,Withdrawal,Web,6,599,Yes,10,Monday,5,46
4994.85,Deposit,Web,20,304,Yes,29,Wednesday,16,41
3053.7,Withdrawal,ATM,4,603,No,9,Sunday,4,5
7006.35,Deposit,POS Terminal,5,476,Yes,5,Wednesday,2,20
172.8,Transfer,POS Terminal,6,388,No,22,Wednesday,20,34
2499.97,Online Payment,Web,7,365,No,15,Saturday,6,17
4977.61,Transfer,POS Terminal,15,552,No,4,Saturday,10,0
6658.48,Deposit,ATM,9,435,No,11,Saturday,18,25
3823.62,Online Payment,POS Terminal,12,564,Yes,14,Tuesday,7,20
3693.0,Deposit,POS Terminal,6,310,No,6,Monday,14,1
8427.66,Withdrawal,Mobile,3,776,No,11,Tuesday,5,42
3047.8,Withdrawal,POS Terminal,6,834,No,27,Monday,7,20
9284.54,Online Payment,POS Terminal,5,554,No,29,Wednesday,13,12
4329.47,Transfer,ATM,11,529,Yes,7,Tuesday,13,52
3685.83,Transfer,ATM,9,670,Yes,7,Friday,15,18
2257.96,Online Payment,Web,7,713,Yes,8,Wednesday,17,0
2235.49,Transfer,Mobile,20,556,Yes,27,Monday,11,51
5439.46,Online Payment,Mobile,9,578,Yes,12,Sunday,19,0
4771.16,Online Payment,Web,3,350,No,18,Saturday,20,33
9717.28,Transfer,POS Terminal,19,609,Yes,13,Thursday,7,17
494.58,Deposit,Web,12,491,Yes,2,Sunday,16,0
3234.13,Transfer,Mobile,2,837,Yes,12,Sunday,11,1
416.61,Transfer,ATM,7,462,No,15,Saturday,3,25
896.5,Online Payment,ATM,17,659,Yes,4,Tuesday,14,51
8012.32,Transfer,Mobile,10,452,Yes,31,Friday,21,5
6242.41,Withdrawal,Web,2,787,Yes,10,Monday,10,13
8458.61,Online Payment,ATM,14,344,Yes,3,Monday,13,11
2357.85,Online Payment,POS Terminal,12,303,Yes,26,Sunday,2,52
1528.16,Deposit,ATM,2,593,No,1,Saturday,23,40
479.63,Transfer,ATM,15,769,Yes,16,Thursday,1,5
4652.99,Transfer,ATM,15,647,No,14,Friday,22,1
6235.19,Deposit,Web,9,801,No,2,Sunday,13,1
2523.06,Deposit,Web,3,827,No,6,Monday,7,21
1995.24,Online Payment,Mobile,7,634,Yes,15,Wednesday,1,44
7535.35,Transfer,Mobile,11,625,Yes,15,Saturday,4,38
3870.29,Transfer,Mobile,20,642,Yes,13,Monday,17,55
9477.51,Withdrawal,POS Terminal,18,795,Yes,5,Sunday,10,35
3421.25,Online Payment,ATM,12,734,Yes,17,Friday,9,1
2412.96,Deposit,Mobile,9,623,Yes,6,Monday,2,47
9531.88,Deposit,ATM,19,517,No,17,Friday,8,10
1949.49,Online Payment,Mobile,1,713,Yes,14,Tuesday,5,18
3511.82,Online Payment,ATM,9,672,No,25,Saturday,21,29
5629.26,Online Payment,POS Terminal,6,602,Yes,22,Wednesday,3,40
2006.85,Transfer,ATM,8,336,No,11,Saturday,5,14
3098.38,Deposit,ATM,11,577,Yes,15,Saturday,7,43
4613.15,Withdrawal,ATM,9,358,Yes,5,Sunday,2,47
2624.89,Withdrawal,Web,19,350,Yes,9,Sunday,15,37
6781.46,Withdrawal,POS Terminal,1,843,Yes,20,Monday,13,57
6565.78,Deposit,POS Terminal,3,633,No,19,Sunday,17,22
8641.08,Transfer,Web,8,586,Yes,10,Friday,18,25
9306.61,Transfer,ATM,16,309,No,6,Thursday,13,36
5385.17,Online Payment,Mobile,1,801,Yes,3,Friday,11,52
4640.03,Deposit,Mobile,2,541,Yes,9,Sunday,17,4
6991.92,Withdrawal,POS Terminal,15,731,No,4,Tuesday,2,8
9266.54,Transfer,ATM,19,470,Yes,20,Monday,11,1
7395.62,Transfer,Mobile,16,757,Yes,26,Sunday,8,56
2569.04,Online Payment,Mobile,9,480,Yes,10,Monday,22,27
4877.69,Online Payment,POS Terminal,14,663,No,2,Sunday,2,8
6330.6,Deposit,ATM,11,500,No,27,Monday,14,28
6840.28,Withdrawal,Web,9,782,Yes,28,Tuesday,23,13
2614.14,Transfer,POS Terminal,17,496,No,3,Friday,13,51
742.63,Withdrawal,Web,3,373,Yes,13,Thursday,1,23
9089.23,Deposit,Mobile,9,540,Yes,7,Friday,19,33
7631.57,Transfer,ATM,12,327,Yes,3,Monday,1,37
5318.95,Online Payment,ATM,5,800,Yes,30,Thursday,22,5
4825.43,Withdrawal,Web,16,598,No,8,Saturday,1,0
5336.81,Online Payment,Web,19,597,Yes,7,Tuesday,9,46
3465.11,Online Payment,POS Terminal,4,490,No,4,Tuesday,14,32
5129.28,Deposit,ATM,19,673,No,4,Tuesday,3,17
5138.54,Online Payment,ATM,10,518,Yes,3,Monday,13,5
9578.45,Transfer,POS Terminal,7,491,No,21,Tuesday,17,23
7779.38,Transfer,POS Terminal,10,742,No,13,Thursday,14,51
1094.9,Withdrawal,Web,19,746,Yes,28,Tuesday,6,5
9024.92,Online Payment,ATM,6,694,No,6,Thursday,17,43
8732.63,Transfer,POS Terminal,11,691,No,4,Tuesday,8,35
7270.3,Online Payment,ATM,19,719,No,12,Sunday,3,32
6722.89,Withdrawal,Web,11,477,No,26,Sunday,11,55
1528.74,Online Payment,ATM,18,322,No,4,Tuesday,6,49
9323.45,Deposit,Mobile,14,610,Yes,2,Sunday,3,46
8013.84,Withdrawal,POS Terminal,17,337,No,15,Wednesday,9,26
7017.97,Online Payment,Mobile,2,692,No,27,Monday,2,30
9789.81,Deposit,ATM,6,465,No,1,Saturday,17,0
2464.21,Deposit,Mobile,7,834,Yes,20,Monday,17,55
1432.34,Transfer,POS Terminal,12,519,No,14,Friday,11,48
7941.98,Online Payment,POS Terminal,19,588,Yes,9,Sunday,5,39
2510.94,Withdrawal,Mobile,11,770,No,16,Thursday,11,26
8100.13,Transfer,ATM,6,760,Yes,3,Friday,21,5
607.96,Deposit,Mobile,4,594,Yes,5,Sunday,5,17
9795.78,Online Payment,POS Terminal,10,470,No,13,Monday,21,12
8186.97,Online Payment,Web,5,540,Yes,2,Thursday,8,1
6816.01,Withdrawal,POS Terminal,1,579,Yes,30,Thursday,10,47
9716.01,Withdrawal,Mobile,20,526,No,12,Sunday,22,50
8306.33,Transfer,Web,14,631,Yes,13,Monday,6,25
1764.46,Deposit,Web,1,365,No,3,Monday,12,58
7337.8,Transfer,ATM,13,364,No,2,Sunday,13,54
4689.23,Deposit,ATM,8,419,Yes,15,Wednesday,12,23
6160.97,Withdrawal,ATM,19,838,Yes,1,Saturday,9,3
4366.59,Transfer,Web,16,736,No,9,Sunday,0,26
5431.18,Transfer,Web,19,667,Yes,2,Thursday,11,30
3403.11,Online Payment,ATM,6,468,No,2,Thursday,10,32
8105.26,Deposit,ATM,8,660,No,15,Wednesday,11,59
5924.96,Transfer,ATM,6,419,No,29,Wednesday,0,42
1113.16,Withdrawal,ATM,9,812,No,25,Saturday,15,5
3132.64,Transfer,Mobile,3,556,Yes,12,Wednesday,12,10
1067.45,Deposit,POS Terminal,4,438,Yes,21,Tuesday,20,31
8356.16,Deposit,POS Terminal,10,391,Yes,7,Friday,20,19
1307.59,Transfer,ATM,9,658,Yes,2,Thursday,15,9
2480.64,Transfer,ATM,1,409,No,3,Monday,9,9
9447.28,Deposit,Web,2,819,No,13,Thursday,22,35
7689.76,Transfer,ATM,1,557,No,10,Monday,0,58
4060.73,Transfer,Mobile,7,421,No,9,Sunday,5,31
1925.25,Deposit,Web,5,805,Yes,16,Sunday,7,52
4139.52,Deposit,POS Terminal,11,400,Yes,14,Friday,22,32
5595.83,Transfer,Web,12,580,Yes,31,Friday,22,26
4529.84,Transfer,POS Terminal,10,474,No,14,Tuesday,13,5
5010.02,Withdrawal,ATM,14,780,Yes,9,Thursday,7,51
1983.89,Transfer,POS Terminal,6,479,No,9,Thursday,20,17
454.23,Withdrawal,Mobile,7,774,No,15,Wednesday,12,12
4356.59,Deposit,Mobile,19,690,Yes,3,Monday,20,2
7355.39,Deposit,POS Terminal,7,841,No,20,Monday,4,26
7243.21,Online Payment,POS Terminal,7,628,Yes,19,Sunday,4,0
9394.1,Withdrawal,POS Terminal,2,378,Yes,2,Sunday,20,31
8725.07,Transfer,Mobile,2,814,No,9,Sunday,0,25
5039.43,Deposit,POS Terminal,8,695,Yes,14,Friday,17,52
1993.27,Transfer,ATM,8,715,No,15,Wednesday,3,30
3261.24,Withdrawal,Web,18,740,Yes,11,Tuesday,0,13
3791.21,Withdrawal,POS Terminal,9,618,Yes,14,Tuesday,7,17
2214.06,Online Payment,POS Terminal,8,350,No,10,Monday,11,36
7933.51,Online Payment,POS Terminal,2,711,Yes,15,Saturday,16,48
5556.07,Deposit,Web,17,836,Yes,9,Sunday,13,32
4042.22,Online Payment,Mobile,5,391,Yes,2,Thursday,21,32
900.71,Deposit,POS Terminal,19,543,Yes,17,Friday,2,6
3696.26,Deposit,POS Terminal,14,446,Yes,25,Saturday,2,37
3913.54,Transfer,Mobile,4,399,Yes,27,Monday,18,16
9454.94,Withdrawal,ATM,4,393,No,6,Monday,3,32
7983.87,Online Payment,POS Terminal,12,504,Yes,26,Sunday,22,17
2639.17,Deposit,ATM,9,834,Yes,22,Wednesday,18,24
3652.02,Deposit,ATM,18,695,Yes,8,Saturday,9,7
144.88,Online Payment,Web,2,631,Yes,18,Saturday,4,38
361.56,Deposit,ATM,10,539,No,20,Monday,18,55
5624.81,Withdrawal,POS Terminal,19,658,No,29,Wednesday,7,2
6396.41,Deposit,Web,14,401,Yes,4,Tuesday,0,0
4207.46,Deposit,Mobile,3,645,No,11,Saturday,5,38
8148.16,Transfer,Web,2,829,No,19,Sunday,4,51
1907.26,Online Payment,POS Terminal,9,817,No,16,Thursday,13,29
8925.56,Transfer,Web,14,543,Yes,10,Friday,10,34
7625.03,Deposit,Web,18,794,No,20,Monday,9,15
490.72,Withdrawal,Web,4,433,No,9,Thursday,9,33
4060.23,Online Payment,POS Terminal,16,481,No,14,Tuesday,0,47
8143.69,Withdrawal,Web,13,815,Yes,7,Friday,1,27
3674.37,Deposit,Web,20,652,No,22,Wednesday,6,0
2112.05,Withdrawal,POS Terminal,12,697,No,5,Sunday,5,46
30.45,Online Payment,POS Terminal,9,473,No,2,Sunday,15,32
2221.5,Online Payment,POS Terminal,3,483,No,14,Tuesday,1,46
9806.59,Online Payment,Web,16,345,Yes,14,Friday,13,11
8989.93,Deposit,Web,14,632,No,1,Saturday,7,54
3872.83,Withdrawal,ATM,3,751,Yes,18,Saturday,9,43
7630.89,Withdrawal,ATM,13,517,No,7,Friday,2,2
5111.57,Deposit,Web,10,666,No,5,Wednesday,12,14
1789.98,Online Payment,POS Terminal,17,483,No,24,Friday,2,18
3535.7,Transfer,Web,11,429,Yes,11,Tuesday,4,38
5507.58,Transfer,Mobile,15,670,No,9,Sunday,21,53
6674.96,Transfer,Web,19,770,Yes,6,Thursday,22,17
9774.0,Withdrawal,ATM,9,754,No,28,Tuesday,8,15
2075.41,Online Payment,Mobile,5,556,Yes,13,Monday,2,7
8439.94,Transfer,POS Terminal,2,699,Yes,9,Sunday,7,21
325.72,Online Payment,Mobile,7,550,Yes,25,Saturday,20,59
2130.97,Withdrawal,POS Terminal,17,578,Yes,14,Friday,22,15
8485.61,Withdrawal,ATM,16,616,Yes,5,Sunday,17,34
5513.39,Transfer,Mobile,12,463,Yes,5,Wednesday,3,56
4830.06,Withdrawal,POS Terminal,13,353,No,23,Thursday,11,11
2416.92,Transfer,Web,12,784,Yes,10,Friday,0,42
2851.29,Withdrawal,Web,7,771,No,10,Friday,11,56
2271.72,Withdrawal,Web,19,473,Yes,15,Saturday,7,2
3284.8,Transfer,POS Terminal,18,571,Yes,2,Sunday,18,59
442.38,Deposit,ATM,6,612,No,14,Tuesday,4,23
549.33,Online Payment,Mobile,8,671,Yes,4,Saturday,0,32
1721.19,Transfer,Mobile,18,427,No,7,Friday,3,9
3216.44,Withdrawal,ATM,11,416,Yes,5,Sunday,8,37
8673.32,Online Payment,ATM,11,669,No,8,Saturday,1,13
7666.54,Transfer,Web,19,427,Yes,9,Sunday,23,23
5196.35,Withdrawal,Mobile,18,673,Yes,22,Wednesday,15,18
3223.91,Deposit,ATM,15,614,No,2,Thursday,21,59
6667.88,Deposit,Web,13,309,No,6,Thursday,21,41
796.85,Online Payment,ATM,4,830,No,6,Thursday,23,9
3067.4,Deposit,POS Terminal,18,636,Yes,10,Friday,22,58
3358.54,Online Payment,Mobile,15,686,Yes,26,Sunday,0,5
5087.32,Online Payment,POS Terminal,20,507,Yes,11,Saturday,19,8
44.16,Transfer,POS Terminal,6,470,Yes,19,Sunday,7,52
3773.86,Online Payment,Mobile,19,497,Yes,1,Saturday,12,2
3273.54,Online Payment,Web,19,581,No,15,Wednesday,20,36
3991.02,Transfer,ATM,11,560,No,2,Thursday,12,10
9892.06,Deposit,POS Terminal,2,767,No,21,Tuesday,15,35
6089.36,Transfer,POS Terminal,1,801,Yes,4,Tuesday,5,56
8993.64,Deposit,Mobile,9,427,Yes,21,Tuesday,2,51
3802.9,Transfer,Web,5,617,Yes,12,Wednesday,6,30
1947.46,Transfer,POS Terminal,2,336,No,8,Wednesday,9,55
6904.94,Deposit,Mobile,17,459,Yes,2,Sunday,16,45
8066.91,Online Payment,POS Terminal,6,648,No,15,Saturday,8,43
6747.74,Withdrawal,Web,2,496,Yes,17,Friday,9,22
9513.26,Withdrawal,Web,3,563,No,2,Sunday,19,59
9885.58,Deposit,ATM,14,521,No,18,Saturday,21,9
5988.73,Online Payment,POS Terminal,18,603,No,16,Thursday,0,2
1979.89,Online Payment,POS Terminal,11,471,Yes,2,Thursday,15,42
877.72,Transfer,ATM,18,545,Yes,16,Thursday,15,0
820.01,Transfer,Mobile,8,647,Yes,8,Saturday,4,45
8254.41,Online Payment,POS Terminal,2,341,No,9,Sunday,18,59
3353.66,Transfer,POS Terminal,15,598,Yes,6,Thursday,22,15
5544.01,Withdrawal,POS Terminal,18,408,Yes,24,Friday,22,31
7721.02,Transfer,Web,4,418,No,25,Saturday,10,42
3594.97,Online Payment,ATM,15,434,Yes,13,Thursday,0,54
5778.78,Withdrawal,Mobile,4,367,Yes,13,Thursday,7,36
631.39,Transfer,POS Terminal,12,389,Yes,26,Sunday,20,33
2575.12,Deposit,ATM,12,746,No,11,Tuesday,14,18
2994.94,Transfer,POS Terminal,16,827,Yes,20,Monday,0,3
6424.86,Transfer,Web,15,389,No,22,Wednesday,6,29
2765.05,Transfer,Web,3,477,No,19,Sunday,23,19
365.06,Online Payment,Mobile,14,604,No,15,Saturday,13,19
7013.11,Online Payment,POS Terminal,1,422,Yes,17,Friday,23,9
7201.32,Online Payment,Web,11,790,No,15,Wednesday,10,10
2710.9,Transfer,Web,14,782,Yes,12,Sunday,9,16
5134.45,Transfer,Web,7,693,Yes,29,Wednesday,5,52
1449.63,Withdrawal,POS Terminal,17,437,No,10,Friday,4,45
9557.7,Transfer,Mobile,4,645,Yes,15,Wednesday,11,35
9296.13,Deposit,Mobile,6,428,Yes,15,Saturday,16,46
7493.92,Online Payment,ATM,4,778,No,20,Monday,10,13
8238.59,Withdrawal,ATM,16,718,Yes,23,Thursday,13,43
4225.64,Online Payment,Web,16,801,No,12,Wednesday,10,29
9296.67,Online Payment,ATM,12,521,Yes,23,Thursday,6,33
2527.82,Online Payment,ATM,9,715,Yes,7,Tuesday,22,49
1513.45,Online Payment,ATM,17,532,No,7,Friday,6,58
2147.85,Deposit,POS Terminal,6,543,No,20,Monday,10,26
4601.0,Online Payment,Mobile,11,670,No,1,Saturday,9,49
1980.06,Deposit,Mobile,3,552,Yes,4,Tuesday,0,18
9350.94,Transfer,Web,11,682,No,27,Monday,14,6
8867.04,Withdrawal,Mobile,2,744,No,31,Friday,10,8
2859.05,Online Payment,POS Terminal,4,848,No,20,Monday,6,10
3833.62,Online Payment,Web,11,538,Yes,11,Tuesday,13,17
4074.9,Withdrawal,POS Terminal,20,355,Yes,10,Monday,6,12
7862.0,Withdrawal,Web,17,847,No,17,Friday,9,37
8634.22,Deposit,POS Terminal,2,818,Yes,17,Friday,2,46
5315.16,Online Payment,Mobile,5,821,Yes,9,Thursday,18,40
8558.07,Withdrawal,ATM,19,300,No,10,Friday,16,42
4727.65,Withdrawal,Mobile,19,439,Yes,16,Thursday,16,9
1039.47,Deposit,ATM,4,611,No,28,Tuesday,14,40
9851.7,Online Payment,ATM,13,615,No,18,Saturday,12,15
7133.25,Deposit,POS Terminal,17,514,No,26,Sunday,17,12
8671.71,Withdrawal,ATM,11,610,Yes,18,Saturday,21,47
1088.19,Transfer,POS Terminal,10,824,No,14,Tuesday,14,40
8576.85,Transfer,Mobile,4,303,No,9,Sunday,18,44
9316.48,Online Payment,POS Terminal,14,536,No,7,Tuesday,8,35
2110.75,Online Payment,Mobile,18,342,No,19,Sunday,19,49
3211.02,Deposit,Mobile,19,470,Yes,13,Monday,9,56
644.95,Withdrawal,ATM,20,384,No,5,Wednesday,15,21
2992.92,Transfer,ATM,19,765,No,7,Friday,7,32
4707.23,Deposit,Web,1,845,No,14,Friday,14,38
2344.14,Withdrawal,Mobile,10,726,No,3,Monday,0,41
2947.17,Transfer,Web,1,639,No,2,Thursday,20,1
8888.94,Transfer,Web,19,514,No,27,Monday,5,46
2079.91,Deposit,ATM,2,585,No,26,Sunday,15,0
9642.8,Transfer,Mobile,20,487,No,12,Wednesday,5,19
6600.93,Transfer,Web,12,361,Yes,10,Friday,13,8
7369.32,Deposit,Mobile,4,785,No,6,Thursday,6,24
9488.16,Deposit,ATM,9,532,No,6,Monday,8,39
1389.87,Deposit,POS Terminal,2,465,Yes,12,Wednesday,21,7
207.37,Withdrawal,Mobile,15,624,No,10,Monday,21,29
4426.37,Online Payment,POS Terminal,16,413,Yes,31,Friday,4,56
114.81,Withdrawal,POS Terminal,9,381,Yes,16,Thursday,15,19
9804.29,Deposit,Mobile,13,550,No,1,Wednesday,8,51
7174.59,Deposit,Mobile,7,830,Yes,1,Saturday,18,36
9032.9,Transfer,ATM,9,659,Yes,26,Sunday,8,36
6093.96,Deposit,POS Terminal,5,693,Yes,8,Wednesday,12,36
4531.9,Withdrawal,POS Terminal,3,539,No,26,Sunday,2,54
5758.79,Deposit,Mobile,2,815,Yes,9,Sunday,19,44
9852.25,Transfer,ATM,12,386,No,2,Thursday,14,58
1144.9,Online Payment,ATM,3,542,Yes,28,Tuesday,15,39
8176.53,Withdrawal,POS Terminal,9,397,Yes,6,Monday,17,23
7964.19,Online Payment,Web,14,744,Yes,22,Wednesday,3,52
6928.03,Transfer,POS Terminal,16,485,No,17,Friday,19,33
5546.08,Deposit,ATM,18,784,Yes,9,Sunday,15,25
5090.24,Online Payment,Mobile,13,640,Yes,9,Sunday,1,55
4977.51,Withdrawal,Web,11,722,No,13,Monday,0,37
5160.08,Withdrawal,Mobile,14,492,No,15,Saturday,11,33
9082.41,Withdrawal,Web,12,831,Yes,19,Sunday,6,31
3887.3,Transfer,POS Terminal,18,473,No,20,Monday,16,21
8589.86,Online Payment,POS Terminal,1,590,Yes,22,Wednesday,2,37
1906.76,Online Payment,Web,2,425,No,31,Friday,9,22
2246.8,Transfer,ATM,1,525,Yes,1,Saturday,5,54
9594.36,Withdrawal,Mobile,13,312,Yes,28,Tuesday,17,47
3160.26,Online Payment,Mobile,8,716,Yes,18,Saturday,19,36
108.72,Transfer,POS Terminal,5,463,Yes,23,Thursday,12,33
7227.96,Online Payment,Mobile,6,773,Yes,12,Sunday,15,19
9692.42,Deposit,Web,1,643,Yes,5,Wednesday,19,57
7823.91,Online Payment,POS Terminal,14,786,Yes,17,Friday,19,39
8796.53,Online Payment,Web,18,438,Yes,2,Thursday,11,26
329.3,Online Payment,POS Terminal,19,841,No,5,Wednesday,0,33
130.93,Online Payment,ATM,4,759,No,15,Wednesday,3,42
9818.64,Deposit,Mobile,9,723,No,23,Thursday,23,7
3318.99,Transfer,ATM,19,326,No,29,Wednesday,9,19
6017.36,Online Payment,Mobile,10,502,Yes,9,Thursday,11,14
4395.79,Online Payment,Mobile,11,432,Yes,6,Monday,10,32
3718.9,Transfer,POS Terminal,2,521,Yes,16,Thursday,2,0
2129.87,Withdrawal,POS Terminal,12,512,Yes,2,Thursday,20,25
3152.57,Withdrawal,ATM,15,699,Yes,27,Monday,4,35
4923.86,Online Payment,Mobile,18,658,No,1,Saturday,13,14
2221.34,Deposit,Mobile,4,742,No,29,Wednesday,4,38
9477.19,Deposit,Mobile,16,692,No,6,Monday,0,13
3492.08,Withdrawal,Web,6,792,No,11,Saturday,7,29
6380.0,Transfer,POS Terminal,12,586,No,5,Wednesday,6,7
6854.56,Transfer,POS Terminal,8,784,Yes,16,Thursday,5,2
2048.47,Online Payment,Mobile,12,530,No,21,Tuesday,21,3
4476.92,Withdrawal,Web,18,516,Yes,30,Thursday,8,34
3276.35,Online Payment,ATM,14,484,Yes,30,Thursday,21,35
2643.84,Transfer,Web,12,624,Yes,4,Tuesday,14,35
4777.18,Online Payment,Web,19,533,Yes,19,Sunday,23,57
4668.42,Online Payment,ATM,3,456,No,5,Wednesday,1,30
397.25,Withdrawal,Mobile,6,381,No,8,Saturday,14,32
6359.1,Deposit,ATM,13,309,Yes,11,Tuesday,20,16
9111.58,Online Payment,Mobile,11,378,Yes,28,Tuesday,6,46
2904.71,Transfer,POS Terminal,18,834,No,13,Thursday,3,18
1153.8,Transfer,Web,15,583,Yes,13,Monday,22,25
9044.71,Withdrawal,ATM,15,850,Yes,4,Tuesday,9,19
9910.38,Deposit,ATM,9,448,No,8,Saturday,19,9
1622.72,Online Payment,POS Terminal,18,456,Yes,23,Thursday,6,56
6314.78,Withdrawal,POS Terminal,12,771,No,20,Monday,21,22
3283.38,Online Payment,POS Terminal,11,805,Yes,22,Wednesday,3,7
5308.56,Online Payment,Web,9,814,Yes,9,Sunday,10,45
8704.27,Online Payment,POS Terminal,15,694,Yes,3,Friday,1,0
5165.62,Withdrawal,Mobile,6,545,Yes,28,Tuesday,20,34
7825.86,Deposit,POS Terminal,1,751,No,21,Tuesday,14,9
3370.99,Deposit,POS Terminal,20,702,No,16,Sunday,0,28
7465.75,Withdrawal,POS Terminal,18,696,Yes,17,Friday,16,6
429.93,Withdrawal,POS Terminal,3,376,No,31,Friday,8,31
3115.6,Withdrawal,Web,11,352,No,23,Thursday,2,8
5292.65,Transfer,POS Terminal,13,583,Yes,11,Saturday,20,16
1476.02,Transfer,POS Terminal,4,486,No,17,Friday,16,59
9283.37,Online Payment,POS Terminal,18,324,No,1,Wednesday,10,18
8450.6,Online Payment,Web,12,733,No,5,Wednesday,3,0
2848.43,Deposit,Web,16,512,Yes,13,Thursday,12,34
533.41,Withdrawal,POS Terminal,4,848,No,2,Sunday,4,17
5373.83,Online Payment,Mobile,4,610,Yes,3,Friday,2,59
9981.89,Online Payment,Mobile,19,590,No,24,Friday,2,24
1961.21,Transfer,Mobile,10,757,No,12,Wednesday,21,40
8466.39,Online Payment,POS Terminal,19,663,No,2,Sunday,8,43
3762.43,Deposit,POS Terminal,9,542,No,14,Tuesday,11,45
5968.57,Deposit,POS Terminal,13,645,Yes,15,Wednesday,11,47
5275.36,Deposit,ATM,5,517,Yes,4,Tuesday,10,43
4758.92,Withdrawal,Mobile,12,420,No,25,Saturday,17,48
9529.64,Withdrawal,Web,18,412,No,30,Thursday,21,33
9502.69,Transfer,Mobile,12,826,No,28,Tuesday,2,12
5630.85,Deposit,Mobile,10,586,Yes,9,Thursday,5,35
1922.64,Transfer,Web,7,736,Yes,14,Friday,6,15
6655.7,Withdrawal,POS Terminal,18,761,Yes,14,Friday,0,18
2778.56,Deposit,ATM,10,840,No,13,Thursday,23,24
1855.44,Transfer,Mobile,4,595,No,4,Saturday,16,39
3811.63,Deposit,POS Terminal,16,716,Yes,15,Wednesday,9,49
5583.03,Deposit,Web,10,721,No,20,Monday,22,6
1211.06,Deposit,POS Terminal,8,437,No,17,Friday,0,40
2921.67,Withdrawal,ATM,5,800,No,11,Tuesday,15,32
2007.03,Online Payment,Mobile,5,319,No,29,Wednesday,13,49
509.15,Online Payment,ATM,16,392,Yes,21,Tuesday,3,7
1228.4,Online Payment,Mobile,2,352,No,15,Saturday,20,20
7192.35,Online Payment,POS Terminal,4,481,No,14,Tuesday,18,1
5381.35,Online Payment,ATM,10,493,No,19,Sunday,12,52
6781.14,Deposit,ATM,19,550,No,29,Wednesday,23,33
